text,label
"sore throat, stomach ache, headache",2
"cough, chills, dizziness",1
"stomach ache, fatigue, chills, sore throat",1
"fatigue, nausea, headache, stomach ache",0
headache,2
shortness of breath,1
"stomach ache, loss of appetite, cough, nausea, dizziness",2
headache,1
"fever, cough, shortness of breath, chills, dizziness",0
"runny nose, shortness of breath, cough, fatigue",1
"muscle pain, runny nose, nausea, dizziness",0
"muscle pain, cough, headache, stomach ache",0
"shortness of breath, headache",0
"dizziness, cough, loss of appetite, headache",0
fever,2
"dizziness, nausea, muscle pain",1
dizziness,2
cough,2
cough,2
"fatigue, shortness of breath",2
"loss of appetite, stomach ache, nausea, fever",2
"sore throat, loss of appetite, chills, runny nose",0
"dizziness, loss of appetite, fatigue",1
"dizziness, shortness of breath, fever, nausea",0
"stomach ache, dizziness, chills, muscle pain, sore throat",1
"runny nose, loss of appetite, dizziness, sore throat",1
fever,1
runny nose,0
"dizziness, fever, runny nose, muscle pain, fatigue",1
"chills, nausea, shortness of breath, headache, fatigue",1
fever,0
"muscle pain, fatigue, nausea, shortness of breath",2
"fever, runny nose, loss of appetite, sore throat",1
"headache, nausea, fever, stomach ache",2
cough,1
"shortness of breath, chills, headache, stomach ache, fever",1
"loss of appetite, shortness of breath, fever, stomach ache, muscle pain",0
"chills, sore throat, fatigue, dizziness",0
"muscle pain, fatigue, fever, cough",2
"dizziness, muscle pain, fatigue, nausea, sore throat",0
"stomach ache, headache, shortness of breath, sore throat",1
"headache, shortness of breath, sore throat, stomach ache",2
"loss of appetite, dizziness",0
"loss of appetite, stomach ache, dizziness",2
"chills, sore throat, loss of appetite, headache",1
"cough, fever, sore throat",0
"nausea, loss of appetite, stomach ache, cough",2
chills,1
"fatigue, chills, muscle pain, dizziness, stomach ache",0
headache,2
"runny nose, fatigue, chills, loss of appetite, cough",2
"loss of appetite, headache, sore throat",0
"stomach ache, loss of appetite, fever, sore throat",1
"muscle pain, fatigue",2
"stomach ache, sore throat",1
chills,1
"shortness of breath, fatigue, sore throat, dizziness",0
"sore throat, shortness of breath, runny nose",0
stomach ache,2
"chills, dizziness, runny nose",1
headache,2
"headache, fever, fatigue",2
"shortness of breath, stomach ache, headache",2
"loss of appetite, fever",2
"headache, nausea, loss of appetite, shortness of breath",1
"headache, chills, runny nose",0
cough,0
runny nose,2
"sore throat, nausea, runny nose",2
"nausea, loss of appetite, fever, muscle pain, chills",0
"loss of appetite, fatigue, chills",2
"sore throat, shortness of breath, dizziness",2
"chills, fatigue, nausea, dizziness",0
"chills, cough, sore throat",2
"shortness of breath, stomach ache",0
"headache, fever",1
"stomach ache, fatigue",1
"loss of appetite, stomach ache",2
"dizziness, fatigue",2
nausea,0
"cough, loss of appetite, fever",0
cough,0
"cough, dizziness, fatigue, muscle pain",2
"runny nose, nausea, shortness of breath",1
loss of appetite,2
"stomach ache, shortness of breath, cough",2
"fatigue, dizziness, nausea, fever, loss of appetite",0
"headache, sore throat, runny nose, shortness of breath",1
"cough, runny nose",1
"cough, fever",2
"sore throat, cough, nausea, fatigue, headache",0
stomach ache,2
"muscle pain, fever, dizziness",0
"stomach ache, cough, loss of appetite, dizziness",1
"chills, loss of appetite, fatigue",0
sore throat,1
"nausea, sore throat, stomach ache, loss of appetite, dizziness",0
"muscle pain, sore throat",2
"loss of appetite, nausea",1
"fatigue, runny nose, muscle pain",2
"fever, loss of appetite",2
"cough, shortness of breath, headache",1
"chills, fever, stomach ache, sore throat, muscle pain",2
"runny nose, headache",1
"fatigue, dizziness, stomach ache, headache",2
"dizziness, fever, shortness of breath",0
"fatigue, headache, sore throat",2
"runny nose, loss of appetite, cough, fatigue",2
stomach ache,2
"muscle pain, chills, shortness of breath",0
"loss of appetite, headache",0
"chills, cough, runny nose, fever",1
shortness of breath,2
"muscle pain, dizziness",1
"loss of appetite, muscle pain, fever",0
fatigue,2
nausea,2
"fever, shortness of breath",1
"fever, nausea, muscle pain, chills",1
nausea,0
"sore throat, shortness of breath, dizziness, fatigue, loss of appetite",1
"fatigue, shortness of breath",2
fatigue,1
"headache, muscle pain, dizziness, fever",1
"stomach ache, runny nose, cough, headache, loss of appetite",2
"fever, dizziness, runny nose",0
"sore throat, fever, loss of appetite",2
"chills, headache, nausea, muscle pain, cough",2
runny nose,2
"dizziness, muscle pain",1
"chills, stomach ache",0
"stomach ache, runny nose",2
"muscle pain, runny nose, stomach ache",1
"cough, fatigue",0
"dizziness, shortness of breath",0
"runny nose, cough",1
"muscle pain, fever, loss of appetite, runny nose",1
"loss of appetite, shortness of breath",1
"dizziness, cough, headache, muscle pain, fever",0
"sore throat, stomach ache, dizziness, headache",1
"chills, sore throat, muscle pain, stomach ache, loss of appetite",2
"chills, stomach ache, cough, shortness of breath, dizziness",1
"runny nose, cough",1
"headache, chills, fatigue, shortness of breath",2
"sore throat, shortness of breath, cough, dizziness",2
stomach ache,0
"muscle pain, cough",0
"fever, fatigue, dizziness, muscle pain, runny nose",0
loss of appetite,2
"shortness of breath, chills, fever",0
"stomach ache, muscle pain, runny nose, cough, fatigue",2
"dizziness, fever",0
"headache, stomach ache, shortness of breath, sore throat",2
"nausea, chills",0
"dizziness, cough, fatigue, chills, nausea",2
loss of appetite,0
sore throat,2
"stomach ache, loss of appetite, shortness of breath, fatigue",0
"muscle pain, fever, runny nose, cough",1
"dizziness, cough",1
"fever, nausea, runny nose",1
loss of appetite,1
"shortness of breath, runny nose, chills, loss of appetite",2
"dizziness, shortness of breath",0
"headache, cough, fatigue, chills",2
"sore throat, runny nose, cough",1
"fatigue, stomach ache, cough, shortness of breath",0
"dizziness, headache, runny nose, muscle pain, fever",1
loss of appetite,0
"nausea, chills",1
"headache, chills, runny nose",0
"muscle pain, loss of appetite, shortness of breath, headache, fever",2
"fatigue, runny nose, stomach ache",1
"nausea, stomach ache, loss of appetite, cough",2
stomach ache,2
"headache, sore throat, loss of appetite, fatigue",0
"stomach ache, nausea",2
"fatigue, chills, nausea",2
"headache, chills, fever, loss of appetite, dizziness",0
"dizziness, headache",0
chills,2
"nausea, runny nose, fever",1
"sore throat, runny nose, shortness of breath, cough, stomach ache",1
"fever, runny nose, nausea, fatigue",2
fatigue,0
headache,2
"muscle pain, cough, loss of appetite, chills, nausea",1
"nausea, loss of appetite, stomach ache, muscle pain",1
"sore throat, loss of appetite, dizziness, fever, fatigue",2
"runny nose, nausea, shortness of breath, cough",2
"runny nose, fever, stomach ache, dizziness",0
"nausea, loss of appetite, shortness of breath",1
"muscle pain, cough",2
"sore throat, runny nose",2
"nausea, shortness of breath, headache, stomach ache, muscle pain",1
"shortness of breath, fever",1
muscle pain,2
"chills, shortness of breath, headache, sore throat, fatigue",1
"muscle pain, runny nose, loss of appetite, dizziness",2
"chills, muscle pain",1
fatigue,0
"shortness of breath, runny nose, stomach ache",0
"muscle pain, fatigue, shortness of breath, stomach ache",1
"shortness of breath, muscle pain, sore throat, cough, dizziness",0
"shortness of breath, runny nose",2
"shortness of breath, runny nose, cough, chills, stomach ache",1
"shortness of breath, muscle pain, stomach ache",2
"shortness of breath, stomach ache, muscle pain",1
"fever, stomach ache, nausea, cough, sore throat",1
"muscle pain, cough, nausea",0
headache,1
headache,1
"fever, nausea, shortness of breath",2
"dizziness, muscle pain",0
"stomach ache, muscle pain, shortness of breath, runny nose",1
"shortness of breath, fatigue, stomach ache, chills",1
"dizziness, stomach ache, shortness of breath, runny nose",1
nausea,0
"cough, loss of appetite",1
"runny nose, loss of appetite",0
nausea,2
"fever, headache",2
chills,2
"cough, runny nose, shortness of breath",0
"fatigue, muscle pain, stomach ache",0
runny nose,1
"dizziness, sore throat, fatigue, loss of appetite",1
"loss of appetite, headache, stomach ache, cough",1
"dizziness, nausea, sore throat, chills",0
"cough, runny nose",2
"nausea, sore throat, runny nose",0
"cough, chills, fatigue, headache",0
"fever, headache, shortness of breath",2
"fatigue, chills",1
"runny nose, sore throat",0
"nausea, muscle pain, shortness of breath",2
"runny nose, chills, fever, fatigue",2
"loss of appetite, sore throat, stomach ache, fatigue",1
"nausea, muscle pain, sore throat, dizziness, shortness of breath",2
"runny nose, chills, stomach ache",2
nausea,0
"sore throat, stomach ache, fatigue, chills, cough",1
"dizziness, cough, fever",2
"dizziness, chills",2
loss of appetite,0
"runny nose, cough, shortness of breath",2
"stomach ache, dizziness, headache",0
shortness of breath,2
"shortness of breath, headache",0
"cough, muscle pain, dizziness, loss of appetite",2
"fever, stomach ache, loss of appetite, runny nose",2
"runny nose, fatigue, sore throat, headache, cough",2
"loss of appetite, shortness of breath",0
"shortness of breath, stomach ache, sore throat, cough",2
"nausea, chills",2
"sore throat, headache, stomach ache, shortness of breath, nausea",2
"headache, nausea, muscle pain, fatigue",0
"loss of appetite, fever",0
"muscle pain, chills, sore throat, dizziness",0
"loss of appetite, fever, nausea",1
dizziness,2
"sore throat, dizziness",1
"cough, nausea, dizziness, fever, stomach ache",0
"nausea, runny nose, dizziness",0
"sore throat, muscle pain, runny nose, cough, fever",1
"chills, fatigue, sore throat",0
"loss of appetite, fatigue, muscle pain, headache",2
"shortness of breath, loss of appetite",0
"cough, headache",0
"loss of appetite, shortness of breath",2
"dizziness, nausea, fatigue, chills",0
"fatigue, cough",0
muscle pain,1
"cough, dizziness",1
"cough, runny nose, nausea",1
"fever, shortness of breath, sore throat",0
"runny nose, cough",0
nausea,0
loss of appetite,0
"nausea, dizziness, cough",0
"dizziness, fatigue",2
"runny nose, cough",2
stomach ache,2
"cough, runny nose, sore throat, dizziness, nausea",0
"shortness of breath, headache, muscle pain, stomach ache, fatigue",2
stomach ache,2
"fatigue, dizziness, shortness of breath, sore throat, nausea",0
"stomach ache, fatigue, fever, cough, shortness of breath",2
fever,2
"runny nose, muscle pain, sore throat, dizziness, chills",1
"fever, stomach ache, loss of appetite, shortness of breath, headache",0
headache,2
muscle pain,2
"dizziness, chills, muscle pain, sore throat, fever",0
"stomach ache, shortness of breath, cough, sore throat, headache",1
"nausea, sore throat, runny nose, loss of appetite, dizziness",1
"muscle pain, dizziness, fatigue, chills",2
"nausea, sore throat, fatigue",0
"fever, headache, shortness of breath, runny nose",0
"cough, fatigue",0
headache,1
"headache, chills, nausea, dizziness, muscle pain",2
"sore throat, nausea, headache",0
fever,2
"sore throat, shortness of breath, fatigue, runny nose, cough",1
"fever, stomach ache",1
"loss of appetite, cough",1
"headache, nausea",0
"chills, fever, nausea",0
"loss of appetite, sore throat, nausea",0
"sore throat, fever, dizziness, loss of appetite, nausea",2
"sore throat, loss of appetite, chills",1
"chills, shortness of breath, muscle pain",2
"fever, nausea, dizziness, headache",0
"loss of appetite, chills",2
"runny nose, fatigue, sore throat",0
sore throat,2
"cough, runny nose, stomach ache, fatigue",1
"nausea, stomach ache, sore throat, shortness of breath",2
"headache, dizziness, nausea, loss of appetite, fever",2
"stomach ache, dizziness",1
shortness of breath,1
runny nose,1
"loss of appetite, shortness of breath, nausea, cough",0
"cough, shortness of breath, nausea, fatigue, sore throat",0
"nausea, fatigue, fever",0
"headache, fever, shortness of breath, dizziness",1
loss of appetite,1
"shortness of breath, runny nose",0
"fever, stomach ache",1
"fever, dizziness, muscle pain, sore throat, nausea",0
"dizziness, fever, sore throat, fatigue, shortness of breath",0
"muscle pain, nausea",0
"nausea, cough, sore throat, shortness of breath, runny nose",0
"runny nose, sore throat, cough, stomach ache, muscle pain",2
"cough, fatigue",2
"stomach ache, fatigue, shortness of breath, cough",0
"nausea, dizziness",2
"sore throat, stomach ache, fever, shortness of breath, chills",1
stomach ache,0
"cough, sore throat, runny nose, nausea, dizziness",0
"fatigue, chills, dizziness",1
"cough, loss of appetite, stomach ache, nausea, headache",0
"stomach ache, headache, fever, muscle pain, chills",0
"stomach ache, fever, muscle pain, cough, sore throat",1
cough,0
"shortness of breath, dizziness, chills, muscle pain, headache",0
"chills, headache, muscle pain, cough, fatigue",0
"chills, loss of appetite",0
"muscle pain, sore throat, headache, cough",2
"fatigue, fever, dizziness, nausea, loss of appetite",0
"fatigue, stomach ache",2
"muscle pain, fatigue",1
nausea,1
fatigue,2
"shortness of breath, muscle pain, dizziness, loss of appetite",0
"cough, chills, headache, stomach ache, fever",2
cough,2
"runny nose, sore throat, shortness of breath, dizziness, muscle pain",2
dizziness,0
"dizziness, loss of appetite, chills",1
"cough, loss of appetite",0
"sore throat, shortness of breath, nausea, loss of appetite",0
"cough, loss of appetite, fever, stomach ache",2
"cough, chills, fever, shortness of breath",1
"dizziness, shortness of breath, sore throat",1
"cough, headache",1
"loss of appetite, chills",2
headache,1
"runny nose, shortness of breath, fatigue, nausea, stomach ache",0
"stomach ache, headache, fatigue",0
"shortness of breath, cough, fever, chills, runny nose",0
"runny nose, headache",1
"headache, dizziness, fatigue",1
"sore throat, cough, fatigue",1
muscle pain,0
"cough, fatigue, muscle pain",2
"sore throat, fever, muscle pain, fatigue",2
"stomach ache, dizziness, chills, nausea",2
"headache, chills",2
"dizziness, sore throat, loss of appetite",0
"stomach ache, dizziness",0
loss of appetite,0
"nausea, headache",0
headache,0
stomach ache,2
"dizziness, nausea, muscle pain",0
"runny nose, loss of appetite, fatigue, muscle pain, nausea",0
nausea,0
"sore throat, fatigue, fever, runny nose",1
"shortness of breath, dizziness, chills",1
"chills, nausea, cough",1
sore throat,0
"fatigue, dizziness, runny nose, muscle pain, sore throat",0
"headache, shortness of breath, nausea, loss of appetite, sore throat",2
"fever, fatigue",2
fatigue,2
"stomach ache, nausea, shortness of breath, cough, chills",0
"fever, fatigue, runny nose, sore throat",2
stomach ache,1
muscle pain,1
"nausea, headache, muscle pain",2
sore throat,2
"sore throat, cough, stomach ache, chills",1
"shortness of breath, dizziness, loss of appetite",0
"stomach ache, nausea",2
"sore throat, stomach ache, chills, runny nose, cough",1
"stomach ache, chills",2
loss of appetite,0
"stomach ache, chills, nausea",2
sore throat,1
"fever, runny nose",2
"fatigue, loss of appetite, shortness of breath, runny nose",0
"headache, dizziness, stomach ache, sore throat, shortness of breath",0
fever,0
"headache, muscle pain, dizziness, stomach ache, loss of appetite",2
"sore throat, shortness of breath",2
stomach ache,0
"runny nose, cough, dizziness, muscle pain, chills",2
"fatigue, loss of appetite, chills, shortness of breath",1
"fatigue, cough, shortness of breath, sore throat",0
loss of appetite,0
loss of appetite,2
"stomach ache, headache, dizziness, chills",1
fatigue,0
"chills, fever, loss of appetite, runny nose",2
"stomach ache, shortness of breath, headache, sore throat",0
"chills, stomach ache, shortness of breath",2
"cough, fatigue, sore throat",0
"muscle pain, loss of appetite, nausea",1
"fever, stomach ache",0
"sore throat, muscle pain, chills, dizziness",1
"shortness of breath, chills, stomach ache, fever, muscle pain",2
"muscle pain, dizziness, stomach ache, headache, nausea",2
"runny nose, fever, fatigue, shortness of breath, muscle pain",2
"fatigue, sore throat",1
"runny nose, fatigue, dizziness, headache",2
cough,2
"dizziness, muscle pain, cough, runny nose",0
"cough, shortness of breath",2
"nausea, stomach ache, shortness of breath, loss of appetite, runny nose",1
"headache, muscle pain, fever, chills",1
"fatigue, runny nose, sore throat, loss of appetite, dizziness",2
"chills, fatigue, stomach ache",2
stomach ache,0
"runny nose, dizziness, cough, fatigue, shortness of breath",2
"loss of appetite, nausea, muscle pain",0
fever,1
"shortness of breath, fever, cough",1
"runny nose, dizziness, headache, loss of appetite",2
"muscle pain, chills, cough",1
"fatigue, cough, fever",2
"fever, nausea",2
"headache, dizziness, runny nose",1
"shortness of breath, nausea, fever",2
"cough, fatigue",2
fatigue,0
"cough, dizziness, fatigue",1
"headache, sore throat",0
"nausea, fever, loss of appetite, runny nose, muscle pain",2
"runny nose, shortness of breath, cough",2
"stomach ache, fatigue, muscle pain, chills, cough",2
"cough, fever, headache, dizziness",1
"runny nose, fever, sore throat, loss of appetite, dizziness",2
"shortness of breath, cough, runny nose",1
muscle pain,0
"fatigue, chills, fever, sore throat",1
"sore throat, cough, fatigue, dizziness",2
"loss of appetite, stomach ache, muscle pain, cough, sore throat",1
"shortness of breath, muscle pain, fatigue, cough",1
"dizziness, chills, nausea, muscle pain, fever",1
"dizziness, shortness of breath, cough, loss of appetite",0
"muscle pain, loss of appetite, cough, dizziness",2
"chills, headache, cough, fatigue",2
shortness of breath,2
"fatigue, chills",1
"shortness of breath, fatigue, nausea, loss of appetite, stomach ache",2
"cough, runny nose",2
"loss of appetite, dizziness, nausea, runny nose, fatigue",0
"runny nose, fatigue, shortness of breath, nausea",2
"cough, loss of appetite",0
sore throat,1
headache,1
"fatigue, stomach ache, nausea, sore throat",2
"sore throat, fever, nausea",0
sore throat,1
"stomach ache, muscle pain, nausea",1
fatigue,1
"cough, nausea, loss of appetite, shortness of breath",1
cough,0
"cough, loss of appetite, fatigue, shortness of breath, sore throat",1
"headache, nausea, muscle pain",1
"shortness of breath, chills",1
"muscle pain, headache, fever, fatigue, sore throat",0
"muscle pain, chills, stomach ache, nausea, runny nose",0
stomach ache,1
headache,1
cough,1
"sore throat, stomach ache, chills, headache, dizziness",2
"headache, dizziness, fever, fatigue",0
"loss of appetite, dizziness, runny nose, muscle pain, chills",0
"nausea, fever, chills, runny nose",0
"nausea, runny nose, stomach ache, loss of appetite, fatigue",1
"dizziness, fatigue, fever, chills, shortness of breath",0
"dizziness, sore throat",2
"runny nose, fever",0
"headache, shortness of breath, fever",0
"nausea, fever",0
"cough, sore throat, muscle pain",0
"runny nose, fatigue, loss of appetite, stomach ache",2
"chills, fever, shortness of breath, muscle pain",2
"shortness of breath, sore throat, dizziness",2
"headache, runny nose, muscle pain, fever, cough",0
sore throat,2
"muscle pain, chills, runny nose",0
"sore throat, cough, stomach ache",2
"nausea, headache, dizziness",1
"runny nose, chills, fatigue",0
muscle pain,0
"runny nose, shortness of breath",1
"cough, muscle pain",2
"sore throat, chills, stomach ache",0
"cough, muscle pain",0
loss of appetite,0
"muscle pain, fatigue, loss of appetite, fever",2
dizziness,0
"fatigue, dizziness, sore throat",2
"headache, runny nose",0
"loss of appetite, fatigue",2
"chills, nausea, fatigue, headache, dizziness",0
"shortness of breath, muscle pain, dizziness",1
"fatigue, shortness of breath, stomach ache, runny nose, loss of appetite",0
"sore throat, stomach ache, muscle pain, headache, chills",1
"muscle pain, dizziness",2
"chills, headache",1
"loss of appetite, nausea",1
stomach ache,1
"stomach ache, loss of appetite, nausea",1
"cough, nausea",1
nausea,0
"fever, dizziness",0
chills,1
"fatigue, fever",0
"fatigue, shortness of breath, loss of appetite, fever, stomach ache",0
"shortness of breath, dizziness, chills, headache, fever",2
"sore throat, nausea, chills, muscle pain, fever",2
stomach ache,0
"headache, shortness of breath, loss of appetite, nausea, runny nose",2
"fever, runny nose, nausea, fatigue",1
"stomach ache, cough, runny nose, headache, dizziness",1
"muscle pain, shortness of breath",0
nausea,2
loss of appetite,1
shortness of breath,0
"headache, shortness of breath, fever",2
"shortness of breath, chills, muscle pain",0
"shortness of breath, sore throat",2
"nausea, stomach ache",2
"shortness of breath, dizziness, cough",1
"fever, chills, shortness of breath, fatigue, runny nose",1
cough,0
dizziness,0
dizziness,0
"fever, shortness of breath, fatigue, muscle pain, dizziness",1
shortness of breath,0
"stomach ache, fever",1
"chills, nausea, shortness of breath",1
"cough, shortness of breath, chills, muscle pain, stomach ache",2
"cough, runny nose",0
"sore throat, cough",1
"stomach ache, shortness of breath",0
"loss of appetite, fatigue, muscle pain, cough, sore throat",1
"stomach ache, dizziness, muscle pain, chills, headache",1
shortness of breath,1
loss of appetite,1
"dizziness, loss of appetite, shortness of breath, cough, sore throat",2
"loss of appetite, nausea, dizziness",0
"sore throat, nausea, shortness of breath, fatigue",2
chills,1
"cough, fatigue, stomach ache, chills, loss of appetite",1
cough,2
"shortness of breath, headache",2
"shortness of breath, muscle pain, loss of appetite, nausea",0
"fatigue, runny nose",2
"chills, loss of appetite",2
"dizziness, sore throat",0
muscle pain,2
"loss of appetite, dizziness, stomach ache",0
"shortness of breath, stomach ache, headache, loss of appetite, fever",1
fever,1
"fever, headache, fatigue",0
"stomach ache, cough, shortness of breath, muscle pain, fatigue",2
"fever, runny nose, loss of appetite, nausea, sore throat",1
"stomach ache, muscle pain, fatigue, runny nose, headache",2
headache,1
"fatigue, cough, loss of appetite, runny nose, dizziness",0
"runny nose, sore throat, headache, fever",2
"cough, sore throat, shortness of breath, muscle pain, headache",0
"stomach ache, headache, dizziness",2
runny nose,1
"dizziness, muscle pain",0
"headache, fever",2
"chills, sore throat",2
"sore throat, muscle pain",0
"runny nose, headache, fever, loss of appetite, stomach ache",1
"muscle pain, sore throat",0
"muscle pain, sore throat",0
"cough, chills, stomach ache",2
stomach ache,1
"cough, fever, fatigue",1
"dizziness, stomach ache, shortness of breath, runny nose, headache",0
"dizziness, nausea, fever, sore throat",0
"dizziness, chills",2
"cough, headache, shortness of breath",0
"nausea, shortness of breath, dizziness",2
sore throat,2
"chills, cough, headache",2
sore throat,1
"nausea, stomach ache, sore throat, chills",1
"muscle pain, chills, shortness of breath, stomach ache",0
"nausea, runny nose, headache, cough, fatigue",2
"runny nose, sore throat",1
"fever, nausea, muscle pain",1
runny nose,2
"fatigue, dizziness, shortness of breath, sore throat",1
"dizziness, muscle pain, shortness of breath, cough",1
"stomach ache, dizziness, shortness of breath",2
"muscle pain, dizziness, sore throat, nausea, runny nose",0
"fatigue, runny nose",2
"muscle pain, sore throat, chills, loss of appetite, shortness of breath",2
"shortness of breath, cough, fever",1
"headache, chills, nausea, muscle pain, runny nose",1
"nausea, runny nose, muscle pain, loss of appetite",0
"stomach ache, sore throat, loss of appetite, nausea",1
"headache, chills, sore throat, nausea",1
fatigue,2
"shortness of breath, cough, stomach ache, runny nose, nausea",1
"headache, dizziness",2
"stomach ache, nausea, cough",1
"loss of appetite, stomach ache, fever, dizziness, runny nose",0
muscle pain,2
"fever, runny nose, shortness of breath, loss of appetite",2
stomach ache,0
shortness of breath,2
"fever, cough",1
"nausea, cough, fever, loss of appetite, headache",0
"dizziness, stomach ache",1
loss of appetite,1
sore throat,0
dizziness,1
"sore throat, loss of appetite",2
"chills, fever, stomach ache, dizziness",1
"chills, dizziness, loss of appetite",2
headache,1
"runny nose, fever, muscle pain, stomach ache",2
"stomach ache, dizziness",0
"cough, shortness of breath, runny nose, muscle pain",2
"fever, muscle pain, stomach ache",1
"fatigue, runny nose, chills",0
"headache, chills, stomach ache, fatigue",1
"fatigue, headache, cough",2
cough,1
"dizziness, fever, stomach ache",1
loss of appetite,0
"runny nose, chills, nausea, muscle pain, stomach ache",1
fatigue,1
"dizziness, sore throat, loss of appetite",0
"shortness of breath, stomach ache, fatigue, sore throat",2
"shortness of breath, loss of appetite, chills",1
"cough, chills, loss of appetite, stomach ache",1
"runny nose, fatigue, fever, loss of appetite",0
"sore throat, stomach ache, shortness of breath",1
"fever, headache, shortness of breath, muscle pain",1
"shortness of breath, chills, fever",0
"runny nose, muscle pain, dizziness, headache, nausea",0
"stomach ache, chills",1
"chills, cough, stomach ache",0
cough,2
"chills, fatigue, stomach ache",1
"cough, headache",0
"fever, shortness of breath, fatigue, chills",1
"shortness of breath, cough",2
"loss of appetite, nausea, stomach ache, fever, cough",0
cough,1
"nausea, dizziness, chills",1
"stomach ache, fever, dizziness",0
"sore throat, loss of appetite, runny nose",0
"muscle pain, cough, headache, runny nose, sore throat",0
"runny nose, sore throat, stomach ache",0
"runny nose, loss of appetite, nausea",2
"muscle pain, loss of appetite, shortness of breath, cough",2
shortness of breath,1
"headache, stomach ache, sore throat, chills, nausea",2
loss of appetite,0
"fatigue, dizziness, headache",0
"cough, muscle pain, nausea, dizziness",0
"chills, sore throat, shortness of breath",0
"muscle pain, sore throat, fatigue",2
"nausea, headache, dizziness",2
"runny nose, sore throat",0
"muscle pain, runny nose, headache, dizziness, shortness of breath",2
"sore throat, runny nose, muscle pain",2
"shortness of breath, runny nose, fatigue, dizziness",1
"chills, shortness of breath",2
"fever, dizziness, loss of appetite, fatigue, shortness of breath",0
"sore throat, loss of appetite, muscle pain, fever, nausea",0
"runny nose, fatigue",1
"loss of appetite, shortness of breath, chills, stomach ache, fever",1
"dizziness, fever, loss of appetite, chills",2
"headache, fever, muscle pain, sore throat, cough",2
muscle pain,1
"loss of appetite, sore throat, chills, stomach ache",1
"sore throat, headache",2
"nausea, stomach ache, fever, loss of appetite",1
runny nose,0
muscle pain,2
dizziness,0
loss of appetite,1
"stomach ache, chills, fever, cough, loss of appetite",1
headache,1
shortness of breath,0
"fatigue, headache, nausea",0
"chills, fatigue, headache, nausea, stomach ache",0
"headache, muscle pain, cough, fatigue, nausea",2
"muscle pain, fever, nausea, loss of appetite, runny nose",1
"loss of appetite, cough",0
"dizziness, chills, loss of appetite, nausea, sore throat",2
"fatigue, fever, cough, stomach ache",2
"cough, shortness of breath, runny nose, fatigue",0
"stomach ache, sore throat, nausea, shortness of breath, chills",2
runny nose,0
"dizziness, chills",2
"shortness of breath, fever, nausea, chills",1
"sore throat, dizziness, shortness of breath, stomach ache",2
"cough, stomach ache, loss of appetite",2
"headache, chills, cough, nausea",1
"fatigue, dizziness, loss of appetite, muscle pain",1
"fever, muscle pain",1
shortness of breath,1
"stomach ache, dizziness, loss of appetite",1
"shortness of breath, cough, loss of appetite, runny nose",2
"fatigue, runny nose, chills, stomach ache, nausea",2
"muscle pain, stomach ache",1
"dizziness, chills",1
dizziness,1
"dizziness, sore throat, shortness of breath, runny nose, headache",0
"loss of appetite, cough, chills, shortness of breath, fatigue",2
"dizziness, headache, fatigue, fever, sore throat",2
"fatigue, stomach ache, sore throat, fever, loss of appetite",2
"nausea, shortness of breath, stomach ache",2
sore throat,1
"loss of appetite, sore throat, fever",0
"cough, nausea, runny nose, shortness of breath",2
fatigue,1
"runny nose, chills",0
"nausea, fatigue",1
"muscle pain, cough, loss of appetite, dizziness",2
shortness of breath,2
"stomach ache, shortness of breath",0
"headache, loss of appetite, muscle pain, fatigue, chills",0
"loss of appetite, runny nose, headache, dizziness",1
"muscle pain, fever, fatigue, nausea",0
"dizziness, sore throat, runny nose",2
nausea,0
"sore throat, cough",0
runny nose,1
chills,0
dizziness,1
shortness of breath,0
chills,1
"shortness of breath, fatigue, sore throat, nausea, fever",1
"stomach ache, muscle pain, dizziness, fever, loss of appetite",2
"muscle pain, nausea, fatigue",2
"dizziness, loss of appetite",0
"headache, chills, dizziness",0
"runny nose, loss of appetite, chills, stomach ache, sore throat",1
"nausea, chills, cough",2
"dizziness, fever, runny nose",1
shortness of breath,2
"runny nose, nausea, loss of appetite, sore throat",2
"nausea, headache, muscle pain",2
"runny nose, fever",0
"headache, fatigue",0
fever,2
"stomach ache, cough, fatigue, runny nose, headache",1
"dizziness, runny nose, fever, muscle pain",2
"fatigue, cough, loss of appetite",1
loss of appetite,0
"chills, dizziness, fatigue, muscle pain",0
"dizziness, cough, runny nose",1
"shortness of breath, sore throat, nausea, loss of appetite",1
"runny nose, sore throat, fatigue, nausea",2
"nausea, headache, fever, sore throat, loss of appetite",0
dizziness,1
fatigue,0
cough,2
sore throat,1
"loss of appetite, fever, sore throat, headache, shortness of breath",1
"stomach ache, dizziness, sore throat, fatigue",1
"sore throat, shortness of breath, nausea, runny nose",0
"stomach ache, muscle pain, sore throat",0
"shortness of breath, fatigue",2
loss of appetite,2
shortness of breath,1
"stomach ache, cough, shortness of breath, fever",0
"nausea, fever, sore throat, headache",1
"shortness of breath, fatigue, nausea, loss of appetite",0
"cough, loss of appetite, nausea",1
chills,1
"fever, dizziness, shortness of breath",2
"fatigue, cough, nausea, fever",0
"shortness of breath, headache, runny nose, loss of appetite",1
"fever, sore throat, runny nose",1
"runny nose, cough, headache, loss of appetite",1
"fever, stomach ache, nausea",2
"fever, headache, nausea, stomach ache",0
"fatigue, loss of appetite, stomach ache, muscle pain",1
"shortness of breath, chills",0
"chills, dizziness, headache",2
"loss of appetite, headache",2
